lylty_card_nbr,lifestage,premium_customer,total_sales,total_units,transactions,avg_spend_per_txn,last_purchase,recency_days,frequency,monetary,R_score,F_score,M_score,rfm_score,cluster
216006,OLDER SINGLES/COUPLES,Premium,26.1,5,3,8.700000000000001,2019-02-19,131,3,26.1,2,3,3,233,4
216007,YOUNG FAMILIES,Premium,36.4,7,4,9.1,2019-06-17,13,4,36.4,5,4,4,544,2
216008,YOUNG SINGLES/COUPLES,Premium,21.5,5,3,7.166666666666667,2019-04-27,64,3,21.5,3,3,3,333,4
216009,RETIREES,Mainstream,42.2,8,4,10.55,2019-03-04,118,4,42.2,2,4,5,245,2
216010,RETIREES,Premium,28.1,7,4,7.025,2019-03-18,104,4,28.1,3,4,4,344,2
216011,OLDER FAMILIES,Budget,18.200000000000003,4,2,9.100000000000001,2019-06-28,2,2,18.200000000000003,5,3,3,533,4
216012,RETIREES,Mainstream,44.6,11,6,7.433333333333334,2019-04-16,75,6,44.6,3,5,5,355,2
216013,YOUNG SINGLES/COUPLES,Mainstream,7.8,2,1,7.8,2019-05-30,31,1,7.8,4,2,2,422,4
216014,OLDER SINGLES/COUPLES,Mainstream,40,8,4,10,2019-04-20,71,4,40,3,4,4,344,2
216015,OLDER SINGLES/COUPLES,Mainstream,56,13,7,8,2019-06-14,16,7,56,5,5,5,555,1
216016,RETIREES,Mainstream,19.8,5,3,6.6000000000000005,2019-05-28,33,3,19.8,4,3,3,433,4
216017,MIDAGE SINGLES/COUPLES,Premium,28.4,8,4,7.1,2019-03-05,117,4,28.4,2,4,4,244,2
216018,RETIREES,Mainstream,22,5,3,7.333333333333333,2019-05-17,44,3,22,4,3,3,433,4
216019,NEW FAMILIES,Premium,38.2,8,4,9.55,2019-06-28,2,4,38.2,5,4,4,544,2
216020,RETIREES,Budget,23.9,6,4,5.975,2019-06-26,4,4,23.9,5,4,3,543,2
216021,RETIREES,Budget,34,8,4,8.5,2019-02-21,129,4,34,2,4,4,244,2
216022,RETIREES,Budget,47.5,11,7,6.785714285714286,2019-06-30,0,7,47.5,5,5,5,555,1
216023,OLDER SINGLES/COUPLES,Premium,22,5,4,5.5,2019-06-04,26,4,22,4,4,3,443,2
216024,YOUNG FAMILIES,Mainstream,32.2,7,4,8.05,2019-01-22,159,4,32.2,2,4,4,244,2
216025,OLDER SINGLES/COUPLES,Premium,27.2,6,3,9.066666666666666,2019-03-03,119,3,27.2,2,3,4,234,4
216026,OLDER SINGLES/COUPLES,Mainstream,39.400000000000006,8,4,9.850000000000001,2019-04-28,63,4,39.400000000000006,3,4,4,344,2
216027,YOUNG SINGLES/COUPLES,Mainstream,23.799999999999997,5,3,7.933333333333333,2019-02-27,123,3,23.799999999999997,2,3,3,233,4
216028,YOUNG FAMILIES,Mainstream,40.1,9,5,8.02,2019-06-14,16,5,40.1,5,4,4,544,2
216029,OLDER SINGLES/COUPLES,Mainstream,33.2,8,4,8.3,2019-05-21,40,4,33.2,4,4,4,444,2
216030,OLDER SINGLES/COUPLES,Mainstream,41,9,5,8.2,2019-04-15,76,5,41,3,4,4,344,2
216031,OLDER SINGLES/COUPLES,Budget,43,10,5,8.6,2019-06-26,4,5,43,5,4,5,545,2
216032,YOUNG FAMILIES,Budget,37.8,9,6,6.3,2019-05-13,48,6,37.8,4,5,4,454,2
216033,OLDER SINGLES/COUPLES,Budget,37.6,8,4,9.4,2019-05-21,40,4,37.6,4,4,4,444,2
216034,YOUNG SINGLES/COUPLES,Mainstream,26.6,6,3,8.866666666666667,2019-04-29,62,3,26.6,3,3,3,333,4
216035,YOUNG SINGLES/COUPLES,Budget,24.4,6,3,8.133333333333333,2019-05-11,50,3,24.4,4,3,3,433,4
216036,MIDAGE SINGLES/COUPLES,Budget,7.6,2,1,7.6,2019-01-19,162,1,7.6,2,2,2,222,3
216037,MIDAGE SINGLES/COUPLES,Mainstream,15,4,2,7.5,2018-11-09,233,2,15,1,3,2,132,3
216038,MIDAGE SINGLES/COUPLES,Mainstream,22.200000000000003,4,2,11.100000000000001,2019-06-19,11,2,22.200000000000003,5,3,3,533,4
216039,YOUNG FAMILIES,Premium,15.2,4,2,7.6,2019-05-04,57,2,15.2,3,3,2,332,4
216040,YOUNG SINGLES/COUPLES,Mainstream,40.7,9,5,8.14,2019-06-20,10,5,40.7,5,4,4,544,2
216041,OLDER SINGLES/COUPLES,Budget,39.8,10,5,7.959999999999999,2019-06-29,1,5,39.8,5,4,4,544,2
216042,RETIREES,Mainstream,46.8,12,6,7.8,2019-05-05,56,6,46.8,4,5,5,455,2
216043,RETIREES,Premium,57,12,6,9.5,2019-03-15,107,6,57,2,5,5,255,1
216044,OLDER SINGLES/COUPLES,Mainstream,25.4,5,3,8.466666666666667,2019-03-19,103,3,25.4,3,3,3,333,4
216045,OLDER FAMILIES,Premium,22.200000000000003,4,2,11.100000000000001,2019-02-20,130,2,22.200000000000003,2,3,3,233,4
216046,YOUNG SINGLES/COUPLES,Budget,26.200000000000003,5,3,8.733333333333334,2019-05-10,51,3,26.200000000000003,4,3,3,433,4
216047,YOUNG SINGLES/COUPLES,Budget,22.4,6,3,7.466666666666666,2019-06-12,18,3,22.4,5,3,3,533,4
216048,RETIREES,Budget,58.4,13,7,8.342857142857143,2019-05-31,30,7,58.4,4,5,5,455,1
216049,RETIREES,Budget,18.6,4,2,9.3,2018-12-08,204,2,18.6,1,3,3,133,3
216050,RETIREES,Mainstream,37.6,8,4,9.4,2019-04-12,79,4,37.6,3,4,4,344,2
216051,RETIREES,Mainstream,50.8,12,6,8.466666666666667,2019-05-06,55,6,50.8,4,5,5,455,2
216052,YOUNG SINGLES/COUPLES,Mainstream,17.200000000000003,4,2,8.600000000000001,2018-12-17,195,2,17.200000000000003,1,3,3,133,3
216053,YOUNG SINGLES/COUPLES,Premium,18.4,4,2,9.2,2018-08-21,313,2,18.4,1,3,3,133,3
216054,YOUNG SINGLES/COUPLES,Mainstream,18,4,2,9,2019-04-05,86,2,18,3,3,3,333,4
216055,OLDER SINGLES/COUPLES,Budget,36.4,8,4,9.1,2019-06-21,9,4,36.4,5,4,4,544,2
216056,OLDER SINGLES/COUPLES,Mainstream,46.1,11,6,7.683333333333334,2019-06-26,4,6,46.1,5,5,5,555,2
216057,YOUNG SINGLES/COUPLES,Mainstream,12.3,3,2,6.15,2019-03-02,120,2,12.3,2,3,2,232,4
216058,RETIREES,Mainstream,20.8,5,3,6.933333333333334,2019-04-15,76,3,20.8,3,3,3,333,4
216059,YOUNG FAMILIES,Mainstream,65,14,7,9.285714285714286,2019-06-29,1,7,65,5,5,5,555,1
216060,OLDER SINGLES/COUPLES,Budget,53.2,12,6,8.866666666666667,2019-04-28,63,6,53.2,3,5,5,355,1
216061,OLDER SINGLES/COUPLES,Mainstream,36.8,9,5,7.359999999999999,2019-04-03,88,5,36.8,3,4,4,344,2
216062,OLDER FAMILIES,Mainstream,70.3,14,8,8.7875,2019-06-09,21,8,70.3,5,5,5,555,1
216063,OLDER FAMILIES,Budget,54.9,12,7,7.8428571428571425,2019-05-07,54,7,54.9,4,5,5,455,1
216064,OLDER FAMILIES,Budget,45,10,5,9,2019-06-10,20,5,45,5,4,5,545,2
216065,OLDER SINGLES/COUPLES,Premium,18.9,5,3,6.3,2019-06-06,24,3,18.9,4,3,3,433,4
216066,YOUNG FAMILIES,Budget,56.7,13,7,8.1,2019-06-11,19,7,56.7,5,5,5,555,1
216067,YOUNG SINGLES/COUPLES,Mainstream,22.099999999999998,5,3,7.366666666666666,2018-12-11,201,3,22.099999999999998,1,3,3,133,3
216068,YOUNG SINGLES/COUPLES,Mainstream,21.8,4,2,10.9,2019-05-28,33,2,21.8,4,3,3,433,4
216069,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-05-22,39,1,7.4,4,2,1,421,4
216070,RETIREES,Premium,48.8,10,5,9.76,2019-06-19,11,5,48.8,5,4,5,545,2
216071,RETIREES,Mainstream,15.799999999999999,4,2,7.8999999999999995,2019-01-28,153,2,15.799999999999999,2,3,3,233,4
216072,NEW FAMILIES,Budget,23.8,4,2,11.9,2018-10-27,246,2,23.8,1,3,3,133,3
216073,OLDER SINGLES/COUPLES,Mainstream,47.3,9,5,9.459999999999999,2019-05-19,42,5,47.3,4,4,5,445,2
216074,OLDER SINGLES/COUPLES,Budget,28.2,6,3,9.4,2019-04-24,67,3,28.2,3,3,4,334,2
216075,MIDAGE SINGLES/COUPLES,Mainstream,21.8,4,2,10.9,2019-04-03,88,2,21.8,3,3,3,333,4
216076,OLDER FAMILIES,Premium,10.899999999999999,3,2,5.449999999999999,2019-06-30,0,2,10.899999999999999,5,3,2,532,4
216077,OLDER SINGLES/COUPLES,Premium,22.8,6,3,7.6000000000000005,2019-04-17,74,3,22.8,3,3,3,333,4
216078,OLDER FAMILIES,Budget,23.6,5,3,7.866666666666667,2018-11-19,223,3,23.6,1,3,3,133,3
216079,OLDER FAMILIES,Premium,34.6,8,4,8.65,2019-06-07,23,4,34.6,5,4,4,544,2
216080,OLDER FAMILIES,Mainstream,24,6,3,8,2019-06-13,17,3,24,5,3,3,533,4
216081,RETIREES,Budget,32.1,7,4,8.025,2019-06-16,14,4,32.1,5,4,4,544,2
216082,YOUNG SINGLES/COUPLES,Mainstream,20.6,4,2,10.3,2018-12-31,181,2,20.6,2,3,3,233,3
216083,OLDER SINGLES/COUPLES,Mainstream,39,10,5,7.8,2019-05-06,55,5,39,4,4,4,444,2
216084,YOUNG SINGLES/COUPLES,Budget,4.6,1,1,4.6,2018-11-25,217,1,4.6,1,2,1,121,3
216085,MIDAGE SINGLES/COUPLES,Mainstream,20.3,5,3,6.766666666666667,2018-12-24,188,3,20.3,2,3,3,233,3
216086,YOUNG SINGLES/COUPLES,Budget,37.8,8,4,9.45,2019-06-01,29,4,37.8,4,4,4,444,2
216087,RETIREES,Premium,33.4,8,4,8.35,2019-05-22,39,4,33.4,4,4,4,444,2
216088,YOUNG SINGLES/COUPLES,Mainstream,46.7,11,6,7.783333333333334,2019-05-24,37,6,46.7,4,5,5,455,2
216089,RETIREES,Mainstream,60.5,13,7,8.642857142857142,2019-02-20,130,7,60.5,2,5,5,255,1
216091,YOUNG SINGLES/COUPLES,Budget,26.900000000000002,7,4,6.7250000000000005,2019-04-19,72,4,26.900000000000002,3,4,3,343,2
216092,OLDER FAMILIES,Budget,23.8,6,3,7.933333333333334,2018-11-02,240,3,23.8,1,3,3,133,3
216093,YOUNG FAMILIES,Mainstream,76.3,17,9,8.477777777777778,2019-05-07,54,9,76.3,4,5,5,455,1
216094,YOUNG SINGLES/COUPLES,Budget,25.4,6,3,8.466666666666667,2019-05-12,49,3,25.4,4,3,3,433,4
216095,RETIREES,Mainstream,52,12,6,8.666666666666666,2019-06-25,5,6,52,5,5,5,555,1
216096,RETIREES,Mainstream,42.8,9,5,8.559999999999999,2019-01-21,160,5,42.8,2,4,5,245,2
216097,YOUNG SINGLES/COUPLES,Budget,20.6,4,2,10.3,2019-01-23,158,2,20.6,2,3,3,233,4
216098,OLDER FAMILIES,Mainstream,53,13,7,7.571428571428571,2019-03-31,91,7,53,3,5,5,355,1
216099,MIDAGE SINGLES/COUPLES,Mainstream,15.2,4,2,7.6,2019-01-24,157,2,15.2,2,3,2,232,4
216100,YOUNG FAMILIES,Premium,58.1,13,7,8.3,2019-06-28,2,7,58.1,5,5,5,555,1
216101,MIDAGE SINGLES/COUPLES,Budget,61.2,14,7,8.742857142857144,2019-06-04,26,7,61.2,4,5,5,455,1
216102,OLDER SINGLES/COUPLES,Premium,41.4,9,5,8.28,2019-04-24,67,5,41.4,3,4,4,344,2
216103,RETIREES,Premium,36.199999999999996,8,4,9.049999999999999,2019-04-19,72,4,36.199999999999996,3,4,4,344,2
216104,MIDAGE SINGLES/COUPLES,Budget,4.6,1,1,4.6,2019-05-16,45,1,4.6,4,2,1,421,4
216105,RETIREES,Budget,37.9,9,5,7.58,2019-06-21,9,5,37.9,5,4,4,544,2
216108,YOUNG FAMILIES,Budget,64.2,14,7,9.171428571428573,2019-06-08,22,7,64.2,5,5,5,555,1
216109,RETIREES,Mainstream,33.6,6,3,11.200000000000001,2019-06-26,4,3,33.6,5,3,4,534,2
216110,RETIREES,Mainstream,27.700000000000003,7,4,6.925000000000001,2019-03-20,102,4,27.700000000000003,3,4,4,344,2
216111,OLDER SINGLES/COUPLES,Budget,16.4,4,3,5.466666666666666,2019-02-20,130,3,16.4,2,3,3,233,4
216112,RETIREES,Budget,30.6,8,4,7.65,2019-03-23,99,4,30.6,3,4,4,344,2
216113,OLDER SINGLES/COUPLES,Budget,34.800000000000004,7,4,8.700000000000001,2019-03-13,109,4,34.800000000000004,2,4,4,244,2
216114,YOUNG SINGLES/COUPLES,Budget,8.8,2,1,8.8,2019-03-29,93,1,8.8,3,2,2,322,4
216115,YOUNG SINGLES/COUPLES,Budget,29.4,6,3,9.799999999999999,2019-02-20,130,3,29.4,2,3,4,234,4
216116,YOUNG SINGLES/COUPLES,Budget,48.9,11,6,8.15,2019-05-14,47,6,48.9,4,5,5,455,2
216117,OLDER SINGLES/COUPLES,Premium,15.7,3,2,7.85,2019-02-24,126,2,15.7,2,3,3,233,4
216118,OLDER SINGLES/COUPLES,Mainstream,40.6,9,5,8.120000000000001,2019-06-09,21,5,40.6,5,4,4,544,2
216119,OLDER SINGLES/COUPLES,Budget,46.300000000000004,11,7,6.614285714285715,2019-04-22,69,7,46.300000000000004,3,5,5,355,1
216120,RETIREES,Budget,13.2,3,2,6.6,2019-05-10,51,2,13.2,4,3,2,432,4
216121,OLDER SINGLES/COUPLES,Budget,38,8,4,9.5,2019-04-13,78,4,38,3,4,4,344,2
216122,MIDAGE SINGLES/COUPLES,Mainstream,44.6,11,6,7.433333333333334,2019-03-12,110,6,44.6,2,5,5,255,2
216123,YOUNG SINGLES/COUPLES,Mainstream,28.2,6,3,9.4,2019-02-10,140,3,28.2,2,3,4,234,4
216124,RETIREES,Mainstream,47.400000000000006,10,5,9.48,2019-06-09,21,5,47.400000000000006,5,4,5,545,2
216125,MIDAGE SINGLES/COUPLES,Mainstream,36.8,9,5,7.359999999999999,2019-06-20,10,5,36.8,5,4,4,544,2
216126,YOUNG SINGLES/COUPLES,Mainstream,23.5,5,3,7.833333333333333,2018-12-12,200,3,23.5,1,3,3,133,3
216127,OLDER FAMILIES,Premium,46.400000000000006,10,5,9.280000000000001,2019-03-08,114,5,46.400000000000006,2,4,5,245,2
216128,NEW FAMILIES,Budget,26.6,6,3,8.866666666666667,2019-04-21,70,3,26.6,3,3,3,333,4
216129,OLDER SINGLES/COUPLES,Mainstream,45,10,5,9,2019-06-23,7,5,45,5,4,5,545,2
216130,YOUNG FAMILIES,Budget,73.2,18,9,8.133333333333333,2019-06-25,5,9,73.2,5,5,5,555,1
216131,OLDER FAMILIES,Budget,17.200000000000003,4,2,8.600000000000001,2019-04-21,70,2,17.200000000000003,3,3,3,333,4
216132,OLDER FAMILIES,Budget,82.7,19,10,8.27,2019-05-27,34,10,82.7,4,5,5,455,1
216133,YOUNG FAMILIES,Mainstream,41.1,9,5,8.22,2019-06-14,16,5,41.1,5,4,4,544,2
216134,RETIREES,Budget,10.3,3,2,5.15,2019-02-11,139,2,10.3,2,3,2,232,4
216135,OLDER FAMILIES,Mainstream,45.4,11,6,7.566666666666666,2019-06-19,11,6,45.4,5,5,5,555,2
216136,YOUNG FAMILIES,Budget,75.4,18,9,8.377777777777778,2019-06-24,6,9,75.4,5,5,5,555,1
216137,OLDER SINGLES/COUPLES,Budget,31.4,6,3,10.466666666666667,2018-10-20,253,3,31.4,1,3,4,134,3
216138,OLDER SINGLES/COUPLES,Budget,51,12,6,8.5,2019-06-03,27,6,51,4,5,5,455,2
216139,MIDAGE SINGLES/COUPLES,Mainstream,44.5,9,5,8.9,2019-05-06,55,5,44.5,4,4,5,445,2
216140,YOUNG FAMILIES,Budget,61,13,7,8.714285714285714,2019-05-28,33,7,61,4,5,5,455,1
216141,OLDER FAMILIES,Budget,30,7,4,7.5,2019-06-29,1,4,30,5,4,4,544,2
216143,OLDER SINGLES/COUPLES,Mainstream,25.8,6,3,8.6,2019-04-18,73,3,25.8,3,3,3,333,4
216144,YOUNG SINGLES/COUPLES,Mainstream,20,4,2,10,2018-11-16,226,2,20,1,3,3,133,3
216145,YOUNG SINGLES/COUPLES,Mainstream,24.2,6,3,8.066666666666666,2019-05-13,48,3,24.2,4,3,3,433,4
216146,OLDER SINGLES/COUPLES,Premium,9.2,2,1,9.2,2019-01-08,173,1,9.2,2,2,2,222,3
216147,YOUNG SINGLES/COUPLES,Mainstream,24.8,6,3,8.266666666666667,2018-10-05,268,3,24.8,1,3,3,133,3
216148,OLDER FAMILIES,Budget,53.2,14,7,7.6000000000000005,2019-06-23,7,7,53.2,5,5,5,555,1
216149,RETIREES,Premium,48.7,13,7,6.957142857142857,2019-05-13,48,7,48.7,4,5,5,455,1
216150,MIDAGE SINGLES/COUPLES,Premium,31.4,6,3,10.466666666666667,2019-06-14,16,3,31.4,5,3,4,534,2
216151,OLDER SINGLES/COUPLES,Mainstream,36,8,4,9,2019-06-01,29,4,36,4,4,4,444,2
216152,MIDAGE SINGLES/COUPLES,Budget,31.8,8,4,7.95,2019-05-28,33,4,31.8,4,4,4,444,2
216153,YOUNG SINGLES/COUPLES,Mainstream,35.3,9,5,7.06,2019-01-04,177,5,35.3,2,4,4,244,2
216154,OLDER SINGLES/COUPLES,Budget,42.5,9,5,8.5,2019-05-19,42,5,42.5,4,4,5,445,2
216155,YOUNG FAMILIES,Mainstream,7.6,2,1,7.6,2018-12-15,197,1,7.6,1,2,2,122,3
216156,OLDER SINGLES/COUPLES,Budget,60.800000000000004,12,6,10.133333333333335,2019-06-13,17,6,60.800000000000004,5,5,5,555,1
216157,YOUNG SINGLES/COUPLES,Budget,71.4,14,7,10.200000000000001,2019-06-23,7,7,71.4,5,5,5,555,1
216158,RETIREES,Premium,41.4,9,5,8.28,2019-02-13,137,5,41.4,2,4,4,244,2
216159,OLDER SINGLES/COUPLES,Premium,16.6,4,2,8.3,2018-09-30,273,2,16.6,1,3,3,133,3
216160,MIDAGE SINGLES/COUPLES,Mainstream,37,8,4,9.25,2018-11-03,239,4,37,1,4,4,144,3
216161,YOUNG SINGLES/COUPLES,Budget,13.2,4,2,6.6,2019-01-31,150,2,13.2,2,3,2,232,4
216162,YOUNG FAMILIES,Mainstream,27.400000000000002,6,3,9.133333333333335,2019-06-26,4,3,27.400000000000002,5,3,4,534,2
216164,YOUNG SINGLES/COUPLES,Mainstream,17.2,4,3,5.733333333333333,2019-03-11,111,3,17.2,2,3,3,233,4
216165,YOUNG SINGLES/COUPLES,Mainstream,16.4,4,2,8.2,2019-02-04,146,2,16.4,2,3,3,233,4
216166,RETIREES,Mainstream,31.400000000000002,8,4,7.8500000000000005,2019-06-03,27,4,31.400000000000002,4,4,4,444,2
216167,RETIREES,Mainstream,14.8,4,2,7.4,2019-05-31,30,2,14.8,4,3,2,432,4
216168,OLDER FAMILIES,Premium,89.8,19,10,8.98,2019-06-10,20,10,89.8,5,5,5,555,1
216169,OLDER SINGLES/COUPLES,Budget,16.3,4,3,5.433333333333334,2019-06-14,16,3,16.3,5,3,3,533,4
216170,RETIREES,Mainstream,28.2,6,3,9.4,2019-06-13,17,3,28.2,5,3,4,534,2
216171,OLDER SINGLES/COUPLES,Mainstream,37.4,8,4,9.35,2019-01-30,151,4,37.4,2,4,4,244,2
216172,OLDER SINGLES/COUPLES,Mainstream,17.200000000000003,4,2,8.600000000000001,2019-01-25,156,2,17.200000000000003,2,3,3,233,4
216173,OLDER SINGLES/COUPLES,Budget,8.100000000000001,2,2,4.050000000000001,2019-04-21,70,2,8.100000000000001,3,3,2,332,4
216174,RETIREES,Budget,15.9,4,3,5.3,2019-03-27,95,3,15.9,3,3,3,333,4
216175,RETIREES,Mainstream,36.5,10,6,6.083333333333333,2019-05-04,57,6,36.5,3,5,4,354,2
216176,NEW FAMILIES,Premium,7.6,2,1,7.6,2019-04-14,77,1,7.6,3,2,2,322,4
216177,RETIREES,Mainstream,31.4,5,3,10.466666666666667,2019-06-07,23,3,31.4,5,3,4,534,2
216178,YOUNG SINGLES/COUPLES,Mainstream,24.4,5,3,8.133333333333333,2019-04-02,89,3,24.4,3,3,3,333,4
216179,OLDER SINGLES/COUPLES,Budget,44.2,10,5,8.84,2019-04-03,88,5,44.2,3,4,5,345,2
216180,OLDER SINGLES/COUPLES,Premium,54.4,13,7,7.771428571428571,2019-06-11,19,7,54.4,5,5,5,555,1
216181,YOUNG SINGLES/COUPLES,Premium,14.2,4,2,7.1,2019-02-14,136,2,14.2,2,3,2,232,4
216182,RETIREES,Premium,16.799999999999997,4,2,8.399999999999999,2019-01-22,159,2,16.799999999999997,2,3,3,233,4
216183,OLDER SINGLES/COUPLES,Premium,22.8,6,3,7.6000000000000005,2019-05-16,45,3,22.8,4,3,3,433,4
216184,YOUNG SINGLES/COUPLES,Mainstream,44.5,9,5,8.9,2018-12-13,199,5,44.5,1,4,5,145,2
216185,YOUNG FAMILIES,Budget,46.400000000000006,10,5,9.280000000000001,2019-04-18,73,5,46.400000000000006,3,4,5,345,2
216186,OLDER SINGLES/COUPLES,Premium,39.5,8,5,7.9,2019-05-20,41,5,39.5,4,4,4,444,2
216187,OLDER FAMILIES,Budget,54.9,11,6,9.15,2019-06-19,11,6,54.9,5,5,5,555,1
216188,RETIREES,Budget,5.7,1,1,5.7,2019-04-15,76,1,5.7,3,2,1,321,4
216189,OLDER SINGLES/COUPLES,Budget,22.8,6,3,7.6000000000000005,2019-04-03,88,3,22.8,3,3,3,333,4
216190,RETIREES,Mainstream,24.2,6,3,8.066666666666666,2019-02-07,143,3,24.2,2,3,3,233,4
216191,OLDER FAMILIES,Budget,50.400000000000006,12,6,8.4,2019-05-02,59,6,50.400000000000006,3,5,5,355,2
216192,YOUNG SINGLES/COUPLES,Mainstream,15.4,4,2,7.7,2019-03-04,118,2,15.4,2,3,2,232,4
216193,OLDER FAMILIES,Budget,37.3,7,4,9.325,2018-12-27,185,4,37.3,2,4,4,244,2
216194,RETIREES,Mainstream,16,4,2,8,2019-06-10,20,2,16,5,3,3,533,4
216195,OLDER SINGLES/COUPLES,Premium,11.4,2,1,11.4,2018-12-29,183,1,11.4,2,2,2,222,3
216196,RETIREES,Mainstream,16.6,4,2,8.3,2019-03-28,94,2,16.6,3,3,3,333,4
216197,YOUNG SINGLES/COUPLES,Budget,12,3,2,6,2019-05-28,33,2,12,4,3,2,432,4
216198,OLDER SINGLES/COUPLES,Budget,25.4,6,3,8.466666666666667,2019-06-23,7,3,25.4,5,3,3,533,4
216199,YOUNG SINGLES/COUPLES,Budget,6.6,2,1,6.6,2019-02-19,131,1,6.6,2,2,1,221,4
216200,MIDAGE SINGLES/COUPLES,Mainstream,20.3,5,3,6.766666666666667,2019-04-06,85,3,20.3,3,3,3,333,4
216201,OLDER FAMILIES,Mainstream,7.4,2,1,7.4,2019-02-06,144,1,7.4,2,2,1,221,4
216202,RETIREES,Budget,30.8,8,4,7.7,2019-06-26,4,4,30.8,5,4,4,544,2
216203,YOUNG SINGLES/COUPLES,Mainstream,33.2,8,4,8.3,2019-06-14,16,4,33.2,5,4,4,544,2
216204,MIDAGE SINGLES/COUPLES,Mainstream,33,8,4,8.25,2019-02-08,142,4,33,2,4,4,244,2
216205,OLDER SINGLES/COUPLES,Premium,29.8,8,4,7.45,2018-10-05,268,4,29.8,1,4,4,144,3
216206,YOUNG SINGLES/COUPLES,Budget,24.2,6,3,8.066666666666666,2019-03-17,105,3,24.2,2,3,3,233,4
216207,RETIREES,Mainstream,53.8,12,6,8.966666666666667,2019-06-12,18,6,53.8,5,5,5,555,1
216208,OLDER FAMILIES,Budget,27,6,3,9,2019-06-23,7,3,27,5,3,4,534,2
216209,OLDER FAMILIES,Premium,7.2,2,1,7.2,2019-04-27,64,1,7.2,3,2,1,321,4
216210,MIDAGE SINGLES/COUPLES,Mainstream,65.2,15,8,8.15,2019-06-20,10,8,65.2,5,5,5,555,1
216211,OLDER SINGLES/COUPLES,Mainstream,35.3,9,5,7.06,2019-05-20,41,5,35.3,4,4,4,444,2
216212,OLDER SINGLES/COUPLES,Budget,16.1,4,3,5.366666666666667,2019-06-05,25,3,16.1,4,3,3,433,4
216213,NEW FAMILIES,Premium,15.7,3,3,5.233333333333333,2019-06-30,0,3,15.7,5,3,3,533,4
216214,OLDER SINGLES/COUPLES,Premium,45.4,10,5,9.08,2019-04-10,81,5,45.4,3,4,5,345,2
216215,RETIREES,Budget,19.4,5,3,6.466666666666666,2019-02-10,140,3,19.4,2,3,3,233,4
216216,OLDER FAMILIES,Budget,10.8,3,2,5.4,2019-01-06,175,2,10.8,2,3,2,232,3
216217,RETIREES,Premium,46.2,10,5,9.24,2019-04-25,66,5,46.2,3,4,5,345,2
216218,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2018-08-08,326,1,7.4,1,2,1,121,3
216219,RETIREES,Mainstream,26,6,3,8.666666666666666,2019-03-08,114,3,26,2,3,3,233,4
216220,OLDER SINGLES/COUPLES,Mainstream,48.099999999999994,11,6,8.016666666666666,2019-01-08,173,6,48.099999999999994,2,5,5,255,2
216221,YOUNG SINGLES/COUPLES,Mainstream,29.4,6,3,9.799999999999999,2019-06-19,11,3,29.4,5,3,4,534,2
216222,OLDER SINGLES/COUPLES,Premium,35.199999999999996,8,4,8.799999999999999,2019-06-21,9,4,35.199999999999996,5,4,4,544,2
216223,RETIREES,Premium,4.6,1,1,4.6,2018-11-03,239,1,4.6,1,2,1,121,3
216224,RETIREES,Premium,22.5,5,3,7.5,2019-01-07,174,3,22.5,2,3,3,233,3
216225,OLDER SINGLES/COUPLES,Mainstream,43.5,9,5,8.7,2019-04-28,63,5,43.5,3,4,5,345,2
216226,YOUNG FAMILIES,Budget,22.8,6,3,7.6000000000000005,2019-04-10,81,3,22.8,3,3,3,333,4
216227,YOUNG SINGLES/COUPLES,Premium,25.2,6,3,8.4,2019-06-28,2,3,25.2,5,3,3,533,4
216228,OLDER FAMILIES,Mainstream,34.8,8,4,8.7,2019-06-08,22,4,34.8,5,4,4,544,2
216229,RETIREES,Mainstream,24.9,7,4,6.225,2019-06-09,21,4,24.9,5,4,3,543,2
216230,OLDER FAMILIES,Mainstream,32.4,8,4,8.1,2019-05-29,32,4,32.4,4,4,4,444,2
216231,MIDAGE SINGLES/COUPLES,Mainstream,14.8,4,2,7.4,2018-11-01,241,2,14.8,1,3,2,132,3
216232,MIDAGE SINGLES/COUPLES,Mainstream,43.6,10,5,8.72,2019-05-23,38,5,43.6,4,4,5,445,2
216233,RETIREES,Mainstream,34.8,8,4,8.7,2019-06-09,21,4,34.8,5,4,4,544,2
216234,YOUNG SINGLES/COUPLES,Mainstream,26.8,6,3,8.933333333333334,2019-04-07,84,3,26.8,3,3,3,333,4
216235,OLDER SINGLES/COUPLES,Budget,55.8,13,7,7.971428571428571,2019-05-30,31,7,55.8,4,5,5,455,1
216236,OLDER SINGLES/COUPLES,Budget,20.6,4,2,10.3,2018-11-20,222,2,20.6,1,3,3,133,3
216237,YOUNG SINGLES/COUPLES,Premium,33.8,8,4,8.45,2019-01-26,155,4,33.8,2,4,4,244,2
216238,RETIREES,Mainstream,56.6,12,6,9.433333333333334,2019-02-14,136,6,56.6,2,5,5,255,1
216239,OLDER SINGLES/COUPLES,Premium,30.6,6,3,10.200000000000001,2019-05-11,50,3,30.6,4,3,4,434,2
216240,YOUNG FAMILIES,Budget,30,7,5,6,2019-06-07,23,5,30,5,4,4,544,2
216241,RETIREES,Budget,46.2,10,5,9.24,2019-04-21,70,5,46.2,3,4,5,345,2
