lylty_card_nbr,lifestage,premium_customer,total_sales,total_units,transactions,avg_spend_per_txn,last_purchase,recency_days,frequency,monetary
227171,YOUNG FAMILIES,Premium,50.4,16,8,6.3,2019-06-11,19,8,50.4
227172,OLDER FAMILIES,Budget,51,14,7,7.285714285714286,2019-06-03,27,7,51
227173,YOUNG FAMILIES,Budget,27.6,10,5,5.5200000000000005,2019-05-22,39,5,27.6
227174,YOUNG FAMILIES,Budget,78,21,9,8.666666666666666,2019-05-18,43,9,78
227175,OLDER SINGLES/COUPLES,Mainstream,23.6,6,3,7.866666666666667,2019-06-12,18,3,23.6
227176,YOUNG FAMILIES,Premium,50.199999999999996,16,8,6.2749999999999995,2019-06-25,5,8,50.199999999999996
227177,MIDAGE SINGLES/COUPLES,Budget,38,10,5,7.6,2019-04-28,63,5,38
227178,OLDER SINGLES/COUPLES,Budget,16,4,2,8,2019-02-04,146,2,16
227179,OLDER FAMILIES,Budget,24.4,6,3,8.133333333333333,2019-03-17,105,3,24.4
227180,OLDER FAMILIES,Premium,35.8,10,5,7.159999999999999,2019-06-30,0,5,35.8
227181,OLDER FAMILIES,Mainstream,15.6,5,3,5.2,2018-12-28,184,3,15.6
227182,RETIREES,Premium,34.8,10,5,6.959999999999999,2019-06-28,2,5,34.8
227183,OLDER FAMILIES,Budget,60.3,17,9,6.699999999999999,2019-05-24,37,9,60.3
227184,OLDER FAMILIES,Premium,51.2,14,7,7.314285714285715,2019-06-25,5,7,51.2
227185,OLDER SINGLES/COUPLES,Mainstream,31.6,8,4,7.9,2019-05-03,58,4,31.6
227186,RETIREES,Budget,27.6,6,3,9.200000000000001,2019-06-19,11,3,27.6
227187,YOUNG SINGLES/COUPLES,Premium,25.8,6,3,8.6,2019-05-04,57,3,25.8
227188,OLDER FAMILIES,Premium,32,10,5,6.4,2019-04-25,66,5,32
227189,RETIREES,Premium,40.5,13,5,8.1,2019-05-16,45,5,40.5
227190,RETIREES,Mainstream,37.2,12,6,6.2,2019-06-15,15,6,37.2
227191,OLDER SINGLES/COUPLES,Budget,32.8,8,4,8.2,2019-05-30,31,4,32.8
227192,RETIREES,Premium,35.2,10,5,7.040000000000001,2019-04-02,89,5,35.2
227193,YOUNG FAMILIES,Budget,36.6,11,5,7.32,2019-05-06,55,5,36.6
227194,OLDER SINGLES/COUPLES,Premium,35,10,5,7,2019-03-19,103,5,35
227195,OLDER FAMILIES,Premium,48,14,7,6.857142857142857,2019-05-28,33,7,48
227196,OLDER SINGLES/COUPLES,Budget,37.6,10,5,7.5200000000000005,2019-04-12,79,5,37.6
227197,OLDER SINGLES/COUPLES,Premium,58.9,17,9,6.544444444444444,2019-05-30,31,9,58.9
227198,OLDER SINGLES/COUPLES,Mainstream,23.2,8,4,5.8,2019-01-14,167,4,23.2
227199,RETIREES,Mainstream,29.8,8,4,7.45,2018-12-12,200,4,29.8
227200,OLDER SINGLES/COUPLES,Budget,24.6,8,4,6.15,2019-03-03,119,4,24.6
227201,OLDER FAMILIES,Budget,68.4,18,9,7.6000000000000005,2019-06-12,18,9,68.4
227202,NEW FAMILIES,Budget,49.8,13,7,7.114285714285714,2019-04-04,87,7,49.8
227203,MIDAGE SINGLES/COUPLES,Mainstream,24.6,8,4,6.15,2019-01-12,169,4,24.6
227204,OLDER SINGLES/COUPLES,Budget,36,10,5,7.2,2019-04-17,74,5,36
227205,RETIREES,Premium,36.4,10,5,7.279999999999999,2019-06-20,10,5,36.4
227206,OLDER SINGLES/COUPLES,Mainstream,44,14,7,6.285714285714286,2019-04-26,65,7,44
227207,RETIREES,Mainstream,30.2,8,4,7.55,2019-05-30,31,4,30.2
227208,RETIREES,Budget,16.6,4,2,8.3,2019-03-01,121,2,16.6
227209,YOUNG SINGLES/COUPLES,Mainstream,23.4,6,3,7.8,2019-02-20,130,3,23.4
227210,YOUNG SINGLES/COUPLES,Budget,6,2,1,6,2019-01-11,170,1,6
227211,RETIREES,Mainstream,55.400000000000006,13,7,7.9142857142857155,2019-06-18,12,7,55.400000000000006
227212,RETIREES,Budget,17.8,6,3,5.933333333333334,2019-02-15,135,3,17.8
227213,RETIREES,Premium,41,10,5,8.2,2019-04-08,83,5,41
227214,MIDAGE SINGLES/COUPLES,Budget,42.4,14,7,6.057142857142857,2019-03-24,98,7,42.4
227215,OLDER FAMILIES,Budget,47.800000000000004,12,6,7.966666666666668,2019-05-11,50,6,47.800000000000004
227216,YOUNG FAMILIES,Mainstream,16.2,5,3,5.3999999999999995,2019-03-07,115,3,16.2
227217,YOUNG SINGLES/COUPLES,Mainstream,34.2,8,4,8.55,2019-03-18,104,4,34.2
227218,OLDER SINGLES/COUPLES,Budget,51.8,12,6,8.633333333333333,2019-05-16,45,6,51.8
227219,YOUNG SINGLES/COUPLES,Budget,28.9,7,4,7.225,2018-10-15,258,4,28.9
227220,MIDAGE SINGLES/COUPLES,Budget,42.9,15,8,5.3625,2019-06-15,15,8,42.9
227221,YOUNG FAMILIES,Mainstream,44.2,12,6,7.366666666666667,2019-05-01,60,6,44.2
227222,OLDER SINGLES/COUPLES,Premium,38.3,10,6,6.383333333333333,2019-05-19,42,6,38.3
227223,YOUNG SINGLES/COUPLES,Mainstream,9.8,4,2,4.9,2018-10-25,248,2,9.8
227224,YOUNG SINGLES/COUPLES,Mainstream,27.6,10,5,5.5200000000000005,2019-03-28,94,5,27.6
227225,OLDER SINGLES/COUPLES,Premium,50,15,8,6.25,2019-04-29,62,8,50
227226,YOUNG FAMILIES,Mainstream,40.8,10,5,8.16,2018-11-12,230,5,40.8
227227,OLDER SINGLES/COUPLES,Budget,24.7,9,5,4.9399999999999995,2019-05-15,46,5,24.7
227228,OLDER SINGLES/COUPLES,Premium,35,12,6,5.833333333333333,2019-06-04,26,6,35
227229,YOUNG SINGLES/COUPLES,Premium,54.800000000000004,14,7,7.828571428571429,2019-01-26,155,7,54.800000000000004
227230,RETIREES,Mainstream,28.6,8,4,7.15,2019-03-20,102,4,28.6
227231,YOUNG SINGLES/COUPLES,Mainstream,14.8,4,2,7.4,2019-06-26,4,2,14.8
227232,RETIREES,Mainstream,23.4,8,4,5.85,2019-03-20,102,4,23.4
227233,OLDER FAMILIES,Budget,82,21,11,7.454545454545454,2019-06-29,1,11,82
227234,OLDER FAMILIES,Budget,30.4,10,5,6.08,2019-03-27,95,5,30.4
227235,OLDER FAMILIES,Budget,63.2,19,10,6.32,2019-06-23,7,10,63.2
227236,OLDER FAMILIES,Mainstream,39,10,5,7.8,2019-01-17,164,5,39
227237,OLDER SINGLES/COUPLES,Mainstream,31.599999999999998,8,4,7.8999999999999995,2019-04-28,63,4,31.599999999999998
227238,MIDAGE SINGLES/COUPLES,Premium,64.6,18,9,7.177777777777777,2019-05-22,39,9,64.6
227239,YOUNG FAMILIES,Budget,40.6,12,6,6.766666666666667,2019-06-23,7,6,40.6
227240,YOUNG SINGLES/COUPLES,Mainstream,14.399999999999999,4,2,7.199999999999999,2019-01-05,176,2,14.399999999999999
227241,RETIREES,Mainstream,34.4,10,5,6.88,2019-02-07,143,5,34.4
227242,RETIREES,Mainstream,46.6,14,7,6.6571428571428575,2019-06-15,15,7,46.6
227243,OLDER FAMILIES,Budget,34.400000000000006,10,5,6.880000000000001,2019-04-20,71,5,34.400000000000006
227244,RETIREES,Mainstream,35.4,9,5,7.08,2019-03-21,101,5,35.4
227245,RETIREES,Premium,16,6,3,5.333333333333333,2019-01-19,162,3,16
227246,OLDER FAMILIES,Budget,15.2,4,2,7.6,2018-11-02,240,2,15.2
227247,YOUNG FAMILIES,Premium,65,18,9,7.222222222222222,2019-04-26,65,9,65
227248,NEW FAMILIES,Budget,19,7,4,4.75,2019-05-16,45,4,19
227249,RETIREES,Premium,28.4,6,3,9.466666666666667,2019-06-22,8,3,28.4
227250,OLDER SINGLES/COUPLES,Mainstream,24,6,3,8,2018-12-11,201,3,24
227251,MIDAGE SINGLES/COUPLES,Budget,23.6,8,4,5.9,2019-06-20,10,4,23.6
227252,MIDAGE SINGLES/COUPLES,Mainstream,13.4,4,2,6.7,2018-12-26,186,2,13.4
227253,YOUNG FAMILIES,Budget,63.4,18,9,7.044444444444444,2019-06-21,9,9,63.4
227254,NEW FAMILIES,Premium,25.200000000000003,8,4,6.300000000000001,2019-03-12,110,4,25.200000000000003
227255,YOUNG FAMILIES,Mainstream,35.6,12,6,5.933333333333334,2019-06-24,6,6,35.6
227256,RETIREES,Mainstream,39.800000000000004,10,5,7.960000000000001,2019-03-28,94,5,39.800000000000004
227257,YOUNG FAMILIES,Budget,39.2,14,7,5.6000000000000005,2019-06-02,28,7,39.2
227258,NEW FAMILIES,Premium,28,8,4,7,2019-05-07,54,4,28
227259,MIDAGE SINGLES/COUPLES,Mainstream,35.9,11,6,5.983333333333333,2019-05-14,47,6,35.9
227260,MIDAGE SINGLES/COUPLES,Mainstream,34.6,10,5,6.92,2019-05-23,38,5,34.6
227261,YOUNG SINGLES/COUPLES,Premium,25.4,8,4,6.35,2019-04-16,75,4,25.4
227262,OLDER SINGLES/COUPLES,Mainstream,31,10,5,6.2,2019-06-06,24,5,31
228000,YOUNG SINGLES/COUPLES,Mainstream,16.799999999999997,4,2,8.399999999999999,2019-04-10,81,2,16.799999999999997
228001,YOUNG SINGLES/COUPLES,Mainstream,15.4,4,2,7.7,2018-12-28,184,2,15.4
228002,NEW FAMILIES,Premium,7.2,2,1,7.2,2019-02-02,148,1,7.2
228006,YOUNG SINGLES/COUPLES,Mainstream,7.8,2,1,7.8,2018-08-07,327,1,7.8
228007,RETIREES,Budget,15.2,4,2,7.6,2019-06-16,14,2,15.2
228008,RETIREES,Premium,10.8,2,1,10.8,2018-09-09,294,1,10.8
228010,RETIREES,Budget,10.8,2,1,10.8,2018-09-27,276,1,10.8
228011,YOUNG SINGLES/COUPLES,Budget,13,3,2,6.5,2019-06-23,7,2,13
228012,YOUNG SINGLES/COUPLES,Budget,25.8,6,3,8.6,2019-06-02,28,3,25.8
228013,OLDER SINGLES/COUPLES,Budget,32.6,6,3,10.866666666666667,2019-04-18,73,3,32.6
228014,MIDAGE SINGLES/COUPLES,Mainstream,16.6,4,2,8.3,2018-12-16,196,2,16.6
228015,OLDER SINGLES/COUPLES,Premium,6.6,2,1,6.6,2019-02-06,144,1,6.6
228016,YOUNG FAMILIES,Mainstream,6.6,2,1,6.6,2018-10-21,252,1,6.6
228018,OLDER SINGLES/COUPLES,Premium,25,6,3,8.333333333333334,2019-05-10,51,3,25
228019,OLDER FAMILIES,Mainstream,24.8,6,3,8.266666666666667,2019-06-21,9,3,24.8
228021,YOUNG FAMILIES,Mainstream,16.4,4,2,8.2,2019-04-24,67,2,16.4
228025,YOUNG SINGLES/COUPLES,Premium,22.2,5,3,7.3999999999999995,2019-06-19,11,3,22.2
228026,YOUNG SINGLES/COUPLES,Budget,18,4,2,9,2018-11-10,232,2,18
228027,YOUNG SINGLES/COUPLES,Budget,11.4,2,1,11.4,2019-01-15,166,1,11.4
228028,YOUNG FAMILIES,Budget,14.2,4,2,7.1,2019-04-24,67,2,14.2
228029,YOUNG SINGLES/COUPLES,Budget,16.4,4,2,8.2,2018-11-16,226,2,16.4
228031,OLDER SINGLES/COUPLES,Budget,18.4,4,2,9.2,2019-06-05,25,2,18.4
228033,OLDER FAMILIES,Premium,27.200000000000003,6,3,9.066666666666668,2019-04-18,73,3,27.200000000000003
228035,MIDAGE SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2019-05-05,56,1,10.8
228036,OLDER SINGLES/COUPLES,Premium,35,8,4,8.75,2019-06-27,3,4,35
228037,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-03-23,99,1,7.4
228039,RETIREES,Premium,16.4,4,2,8.2,2019-01-13,168,2,16.4
228040,RETIREES,Premium,26.8,6,3,8.933333333333334,2019-02-28,122,3,26.8
228041,OLDER SINGLES/COUPLES,Premium,4.6,1,1,4.6,2019-03-02,120,1,4.6
228043,YOUNG SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2018-12-20,192,1,9.2
228044,YOUNG SINGLES/COUPLES,Budget,28,6,3,9.333333333333334,2019-05-24,37,3,28
228045,OLDER SINGLES/COUPLES,Mainstream,31.7,7,4,7.925,2019-05-12,49,4,31.7
228046,OLDER SINGLES/COUPLES,Budget,9.2,2,1,9.2,2019-01-20,161,1,9.2
228047,MIDAGE SINGLES/COUPLES,Premium,7.4,2,1,7.4,2019-02-15,135,1,7.4
228049,OLDER SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-03-10,112,1,8.8
228050,NEW FAMILIES,Premium,15.4,4,2,7.7,2019-05-11,50,2,15.4
228051,MIDAGE SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-04-19,72,1,7.4
228053,YOUNG SINGLES/COUPLES,Mainstream,23.400000000000002,6,3,7.800000000000001,2019-05-31,30,3,23.400000000000002
228055,OLDER SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2018-10-12,261,1,7.6
228056,YOUNG SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2018-10-14,259,1,10.8
228057,RETIREES,Premium,11.4,2,1,11.4,2018-07-04,361,1,11.4
228058,NEW FAMILIES,Budget,12.899999999999999,3,2,6.449999999999999,2018-10-27,246,2,12.899999999999999
228059,YOUNG SINGLES/COUPLES,Budget,15.2,4,2,7.6,2019-04-23,68,2,15.2
228060,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-05-21,40,1,7.4
228061,RETIREES,Budget,17.6,4,2,8.8,2018-11-24,218,2,17.6
228062,YOUNG SINGLES/COUPLES,Premium,16,4,2,8,2019-04-13,78,2,16
228065,YOUNG SINGLES/COUPLES,Mainstream,18.200000000000003,4,2,9.100000000000001,2019-04-28,63,2,18.200000000000003
228067,YOUNG FAMILIES,Mainstream,32,8,3,10.666666666666666,2019-04-10,81,3,32
228068,OLDER SINGLES/COUPLES,Budget,16.9,3,2,8.45,2019-05-15,46,2,16.9
228069,YOUNG FAMILIES,Premium,9.2,2,1,9.2,2019-04-18,73,1,9.2
228070,RETIREES,Budget,8.8,2,1,8.8,2018-11-14,228,1,8.8
228073,MIDAGE SINGLES/COUPLES,Mainstream,18.8,4,2,9.4,2019-04-09,82,2,18.8
228079,YOUNG SINGLES/COUPLES,Mainstream,19,4,2,9.5,2019-01-27,154,2,19
228080,OLDER SINGLES/COUPLES,Mainstream,13,2,1,13,2018-12-24,188,1,13
228081,YOUNG SINGLES/COUPLES,Budget,23.6,6,3,7.866666666666667,2019-04-04,87,3,23.6
228082,YOUNG SINGLES/COUPLES,Budget,18.4,4,2,9.2,2018-09-14,289,2,18.4
228083,YOUNG SINGLES/COUPLES,Mainstream,29,6,3,9.666666666666666,2019-05-30,31,3,29
228085,OLDER SINGLES/COUPLES,Premium,3.6,1,1,3.6,2018-11-16,226,1,3.6
228086,MIDAGE SINGLES/COUPLES,Premium,7.4,2,1,7.4,2019-03-07,115,1,7.4
228087,OLDER FAMILIES,Budget,30,7,4,7.5,2019-06-18,12,4,30
228088,OLDER SINGLES/COUPLES,Budget,23.8,6,3,7.933333333333334,2019-06-04,26,3,23.8
228089,RETIREES,Mainstream,18.4,4,2,9.2,2019-06-16,14,2,18.4
228092,RETIREES,Mainstream,39.6,8,4,9.9,2019-03-13,109,4,39.6
228093,RETIREES,Premium,7.4,2,1,7.4,2019-05-27,34,1,7.4
228094,YOUNG SINGLES/COUPLES,Budget,4.6,1,1,4.6,2019-05-17,44,1,4.6
228095,YOUNG SINGLES/COUPLES,Premium,26.2,6,3,8.733333333333333,2019-02-20,130,3,26.2
228097,RETIREES,Mainstream,28,6,3,9.333333333333334,2019-03-04,118,3,28
228098,MIDAGE SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-01-03,178,1,8.8
228099,YOUNG FAMILIES,Mainstream,18.6,4,2,9.3,2019-03-13,109,2,18.6
228100,YOUNG SINGLES/COUPLES,Premium,3.3,1,1,3.3,2018-11-28,214,1,3.3
228103,YOUNG SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2018-09-15,288,1,8.4
228104,NEW FAMILIES,Budget,27.1,7,4,6.775,2019-04-20,71,4,27.1
228105,RETIREES,Mainstream,8.4,2,1,8.4,2019-05-03,58,1,8.4
228106,YOUNG SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2019-06-04,26,1,10.8
228108,RETIREES,Budget,17.6,4,2,8.8,2018-11-08,234,2,17.6
228109,OLDER SINGLES/COUPLES,Budget,19.6,4,2,9.8,2018-12-03,209,2,19.6
228110,OLDER FAMILIES,Mainstream,9.2,2,1,9.2,2018-12-17,195,1,9.2
228111,RETIREES,Mainstream,8.6,2,1,8.6,2018-07-25,340,1,8.6
228112,YOUNG SINGLES/COUPLES,Budget,27.6,6,3,9.200000000000001,2019-06-08,22,3,27.6
228113,OLDER SINGLES/COUPLES,Mainstream,20.299999999999997,5,3,6.766666666666666,2018-11-02,240,3,20.299999999999997
228115,YOUNG SINGLES/COUPLES,Premium,20.6,4,2,10.3,2019-04-25,66,2,20.6
228116,OLDER SINGLES/COUPLES,Budget,9.2,2,1,9.2,2018-12-23,189,1,9.2
228117,YOUNG FAMILIES,Mainstream,18.200000000000003,4,2,9.100000000000001,2018-12-08,204,2,18.200000000000003
228118,OLDER FAMILIES,Budget,18.8,4,2,9.4,2018-12-26,186,2,18.8
228120,RETIREES,Premium,7.6,2,1,7.6,2018-09-27,276,1,7.6
228121,OLDER FAMILIES,Budget,26.2,6,3,8.733333333333333,2019-02-09,141,3,26.2
228122,YOUNG SINGLES/COUPLES,Mainstream,18.200000000000003,4,2,9.100000000000001,2019-06-27,3,2,18.200000000000003
228123,NEW FAMILIES,Premium,18.200000000000003,4,2,9.100000000000001,2019-04-11,80,2,18.200000000000003
228124,OLDER FAMILIES,Mainstream,7.4,2,1,7.4,2019-03-14,108,1,7.4
228125,RETIREES,Mainstream,7.4,2,1,7.4,2019-04-04,87,1,7.4
228126,YOUNG SINGLES/COUPLES,Mainstream,11.8,2,1,11.8,2018-09-08,295,1,11.8
228127,OLDER SINGLES/COUPLES,Premium,11.4,2,1,11.4,2019-06-18,12,1,11.4
228129,RETIREES,Budget,6.6,2,1,6.6,2019-05-07,54,1,6.6
228131,YOUNG SINGLES/COUPLES,Budget,21.6,4,2,10.8,2019-01-13,168,2,21.6
228132,YOUNG SINGLES/COUPLES,Premium,21,4,2,10.5,2018-11-30,212,2,21
228133,YOUNG SINGLES/COUPLES,Mainstream,16,4,2,8,2019-04-16,75,2,16
228134,YOUNG FAMILIES,Budget,14.2,4,2,7.1,2019-01-11,170,2,14.2
228135,OLDER SINGLES/COUPLES,Mainstream,6.6,2,1,6.6,2018-09-17,286,1,6.6
228136,YOUNG FAMILIES,Premium,13.200000000000001,3,2,6.6000000000000005,2018-11-28,214,2,13.200000000000001
228138,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-06-30,0,1,7.6
228139,YOUNG SINGLES/COUPLES,Mainstream,16.200000000000003,4,2,8.100000000000001,2019-05-24,37,2,16.200000000000003
228140,OLDER SINGLES/COUPLES,Budget,7.2,2,1,7.2,2018-10-10,263,1,7.2
228141,YOUNG SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-02-04,146,1,9.2
228142,OLDER FAMILIES,Budget,29.8,8,4,7.45,2019-04-27,64,4,29.8
228143,YOUNG SINGLES/COUPLES,Mainstream,17.4,4,2,8.7,2019-03-13,109,2,17.4
228144,OLDER SINGLES/COUPLES,Budget,25,6,3,8.333333333333334,2019-06-20,10,3,25
228145,YOUNG SINGLES/COUPLES,Mainstream,28.200000000000003,6,3,9.4,2018-10-29,244,3,28.200000000000003
228147,OLDER SINGLES/COUPLES,Budget,27.400000000000002,6,3,9.133333333333335,2018-12-02,210,3,27.400000000000002
228148,RETIREES,Premium,6.6,2,1,6.6,2019-05-06,55,1,6.6
228150,YOUNG SINGLES/COUPLES,Mainstream,18,4,2,9,2019-04-11,80,2,18
228152,OLDER SINGLES/COUPLES,Budget,12,3,2,6,2019-05-18,43,2,12
228153,YOUNG FAMILIES,Premium,7.6,2,1,7.6,2019-03-12,110,1,7.6
228155,YOUNG FAMILIES,Mainstream,18,4,2,9,2019-01-23,158,2,18
228156,YOUNG SINGLES/COUPLES,Budget,17,4,2,8.5,2019-01-09,172,2,17
228158,OLDER SINGLES/COUPLES,Mainstream,20,4,2,10,2019-02-21,129,2,20
228160,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2018-08-28,306,1,8.8
228161,YOUNG FAMILIES,Mainstream,7.2,2,1,7.2,2018-11-16,226,1,7.2
228162,OLDER FAMILIES,Mainstream,23.8,4,2,11.9,2019-06-09,21,2,23.8
228163,RETIREES,Mainstream,8.8,2,1,8.8,2018-12-17,195,1,8.8
228165,OLDER FAMILIES,Mainstream,23,6,3,7.666666666666667,2019-06-11,19,3,23
228167,RETIREES,Budget,17.6,4,2,8.8,2019-04-04,87,2,17.6
228171,OLDER FAMILIES,Premium,27,6,3,9,2018-08-27,307,3,27
228172,YOUNG SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2018-12-20,192,1,9.2
228173,YOUNG SINGLES/COUPLES,Mainstream,16.4,4,2,8.2,2018-09-25,278,2,16.4
228175,RETIREES,Budget,24.8,6,3,8.266666666666667,2019-05-23,38,3,24.8
228176,OLDER SINGLES/COUPLES,Budget,8.4,2,1,8.4,2019-03-24,98,1,8.4
228177,RETIREES,Mainstream,16.200000000000003,4,2,8.100000000000001,2019-01-08,173,2,16.200000000000003
228178,RETIREES,Mainstream,7.4,2,1,7.4,2018-11-13,229,1,7.4
228179,OLDER SINGLES/COUPLES,Budget,19.6,4,2,9.8,2019-02-01,149,2,19.6
228181,OLDER SINGLES/COUPLES,Premium,6.6,2,1,6.6,2018-10-23,250,1,6.6
228183,OLDER SINGLES/COUPLES,Mainstream,11.5,3,2,5.75,2019-03-14,108,2,11.5
228184,YOUNG SINGLES/COUPLES,Budget,21.8,6,3,7.266666666666667,2019-04-03,88,3,21.8
228185,OLDER SINGLES/COUPLES,Premium,16.4,4,2,8.2,2019-05-08,53,2,16.4
228187,OLDER SINGLES/COUPLES,Premium,24,6,3,8,2019-03-16,106,3,24
228188,YOUNG SINGLES/COUPLES,Mainstream,13,2,1,13,2018-08-12,322,1,13
228189,YOUNG SINGLES/COUPLES,Mainstream,3.3,1,1,3.3,2018-07-25,340,1,3.3
228190,OLDER FAMILIES,Budget,18.200000000000003,4,2,9.100000000000001,2019-04-21,70,2,18.200000000000003
228191,OLDER FAMILIES,Premium,9.2,2,1,9.2,2018-10-02,271,1,9.2
228193,NEW FAMILIES,Budget,8.4,2,1,8.4,2018-12-23,189,1,8.4
228196,YOUNG FAMILIES,Premium,21.2,5,3,7.066666666666666,2019-06-14,16,3,21.2
228197,OLDER SINGLES/COUPLES,Premium,25,6,3,8.333333333333334,2019-06-11,19,3,25
228198,YOUNG SINGLES/COUPLES,Mainstream,40.2,8,4,10.05,2018-11-29,213,4,40.2
228199,OLDER SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2019-06-25,5,1,10.8
228201,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2018-11-30,212,1,8.8
228203,YOUNG FAMILIES,Premium,10.8,2,1,10.8,2019-03-06,116,1,10.8
228204,OLDER SINGLES/COUPLES,Budget,3.8,1,1,3.8,2018-11-05,237,1,3.8
228205,MIDAGE SINGLES/COUPLES,Premium,17.6,4,2,8.8,2018-08-31,303,2,17.6
228206,RETIREES,Premium,25.4,5,3,8.466666666666667,2019-06-07,23,3,25.4
228207,OLDER SINGLES/COUPLES,Premium,7.4,2,1,7.4,2018-10-14,259,1,7.4
228208,MIDAGE SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2019-01-15,166,1,10.8
228209,NEW FAMILIES,Mainstream,48.2,10,5,9.64,2019-06-15,15,5,48.2
228210,RETIREES,Budget,22.4,6,3,7.466666666666666,2019-06-27,3,3,22.4
228211,YOUNG SINGLES/COUPLES,Premium,16.200000000000003,4,2,8.100000000000001,2019-02-05,145,2,16.200000000000003
228213,YOUNG SINGLES/COUPLES,Mainstream,25.6,6,3,8.533333333333333,2019-04-19,72,3,25.6
228214,OLDER FAMILIES,Mainstream,18.200000000000003,4,2,9.100000000000001,2019-03-20,102,2,18.200000000000003
228215,RETIREES,Premium,14.399999999999999,4,2,7.199999999999999,2018-11-23,219,2,14.399999999999999
228216,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2018-11-01,241,1,8.8
228217,OLDER SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2018-08-02,332,1,8.4
228219,OLDER SINGLES/COUPLES,Budget,15,4,2,7.5,2019-01-31,150,2,15
228223,RETIREES,Budget,15,4,2,7.5,2019-02-19,131,2,15
228225,YOUNG SINGLES/COUPLES,Mainstream,18.4,4,2,9.2,2018-09-27,276,2,18.4
228226,RETIREES,Premium,36.4,8,4,9.1,2019-04-18,73,4,36.4
228227,YOUNG FAMILIES,Budget,8.8,2,1,8.8,2018-09-18,285,1,8.8
228229,YOUNG SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2018-11-28,214,1,10.8
228232,OLDER SINGLES/COUPLES,Mainstream,14.399999999999999,4,2,7.199999999999999,2019-05-07,54,2,14.399999999999999
228233,YOUNG FAMILIES,Mainstream,9.2,2,1,9.2,2018-12-16,196,1,9.2
228234,RETIREES,Mainstream,16.799999999999997,4,2,8.399999999999999,2019-03-07,115,2,16.799999999999997
228235,OLDER SINGLES/COUPLES,Mainstream,27.2,6,3,9.066666666666666,2018-10-18,255,3,27.2
228236,OLDER SINGLES/COUPLES,Mainstream,23.200000000000003,4,2,11.600000000000001,2019-02-24,126,2,23.200000000000003
228237,YOUNG SINGLES/COUPLES,Mainstream,4.4,1,1,4.4,2019-05-05,56,1,4.4
228242,OLDER FAMILIES,Premium,7.6,2,1,7.6,2018-09-28,275,1,7.6
228243,YOUNG FAMILIES,Budget,10.8,2,1,10.8,2018-10-21,252,1,10.8
228245,MIDAGE SINGLES/COUPLES,Budget,8.4,2,1,8.4,2019-02-28,122,1,8.4
228247,OLDER SINGLES/COUPLES,Premium,15.399999999999999,4,2,7.699999999999999,2019-03-09,113,2,15.399999999999999
228248,MIDAGE SINGLES/COUPLES,Mainstream,27,6,3,9,2018-10-19,254,3,27
228250,OLDER SINGLES/COUPLES,Mainstream,12.600000000000001,3,2,6.300000000000001,2019-04-10,81,2,12.600000000000001
228251,YOUNG SINGLES/COUPLES,Premium,9.2,2,1,9.2,2019-06-09,21,1,9.2
228252,OLDER FAMILIES,Mainstream,14.8,4,2,7.4,2018-11-07,235,2,14.8
228253,RETIREES,Budget,11.8,2,1,11.8,2018-07-31,334,1,11.8
228254,OLDER FAMILIES,Mainstream,3.7,1,1,3.7,2018-09-26,277,1,3.7
228255,OLDER SINGLES/COUPLES,Budget,30.8,6,3,10.266666666666667,2019-06-11,19,3,30.8
228256,RETIREES,Mainstream,7.4,2,1,7.4,2018-09-25,278,1,7.4
228257,OLDER SINGLES/COUPLES,Premium,27.200000000000003,6,3,9.066666666666668,2019-06-25,5,3,27.200000000000003
228258,RETIREES,Mainstream,18.200000000000003,4,2,9.100000000000001,2019-05-29,32,2,18.200000000000003
228259,YOUNG FAMILIES,Budget,15.2,4,2,7.6,2019-05-12,49,2,15.2
228260,RETIREES,Mainstream,10.8,2,1,10.8,2019-02-09,141,1,10.8
228261,RETIREES,Premium,26,6,3,8.666666666666666,2018-12-06,206,3,26
228263,MIDAGE SINGLES/COUPLES,Budget,3.7,1,1,3.7,2018-09-16,287,1,3.7
228266,YOUNG SINGLES/COUPLES,Mainstream,26.6,6,3,8.866666666666667,2019-06-27,3,3,26.6
